#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode#fluorescenceCorrelationSpectroscopy	fluorescence correlation spectroscopy	https://w3id.org/reproduceme#FluorescenceCorrelationSpectroscopy	fluorescence correlation spectroscopy	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ContrastMethod#brightfield	brightfield	https://w3id.org/reproduceme#Brightfield	brightfield	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#fourDPlus	4d plus	https://w3id.org/reproduceme#FourDPlus	fourdplus	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/FilterType#bandPass	band pass	https://w3id.org/reproduceme#BandPass	bandpass	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Microscope#upright	upright	https://w3id.org/reproduceme#Upright	upright	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/IlluminationType#nonLinear	non linear	https://w3id.org/reproduceme#NonLinear	nonlinear	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ArcType	arctype	https://w3id.org/reproduceme#ArcType	arc type	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/DimensionOrder#xytzc	xytzc	https://w3id.org/reproduceme#XYTZC	xytzc	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/MicrobeamManipuration	microbeam manipuration	https://w3id.org/reproduceme#MicrobeamManipulation	microbeam manipulation	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ContrastMethod#darkfield	darkfield	https://w3id.org/reproduceme#Darkfield	darkfield	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Laser/excimer	excimer	https://w3id.org/reproduceme#Excimer	excimer	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ContrastMethod#polarizedLight	polarized light	https://w3id.org/reproduceme#PolarizedLight	polarizedlight	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/WellSample	well sample	https://w3id.org/reproduceme#WellSample	well sample	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Microscope#electrophysiology	electrophysiology	https://w3id.org/reproduceme#Electrophysiology	electrophysiology	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://purl.org/dc/elements/1.1/description	description	https://w3id.org/reproduceme#description	description	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#photoablation	photoablation	https://w3id.org/reproduceme#Photoablation	photoablation	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/endTime	end time	http://www.w3.org/ns/prov#endedAtTime	http://www.w3.org/ns/prov#endedAtTime	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/DimensionOrder#xyzct	xyzct	https://w3id.org/reproduceme#XYZCT	xyzct	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/DimensionOrder#xyztc	xyztc	https://w3id.org/reproduceme#XYZTC	xyztc	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Annotation	annotation	https://w3id.org/reproduceme#Annotation	annotation	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Filter	filter	https://w3id.org/reproduceme#Filter	filter	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ContrastMethod#phase	phase	https://w3id.org/reproduceme#Phase	phase	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://xmlns.com/foaf/0.1/Person	person	http://www.w3.org/ns/prov#Person	http://www.w3.org/ns/prov#Person	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#electrophysiology	electrophysiology	https://w3id.org/reproduceme#Electrophysiology	electrophysiology	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/IlluminationType#oblique	oblique	https://w3id.org/reproduceme#Oblique	oblique	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode#fluorescenceLifetime	fluorescence lifetime	https://w3id.org/reproduceme#FluorescenceLifetime	fluorescence lifetime	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#fluorescenceLifetime	fluorescence lifetime	https://w3id.org/reproduceme#FluorescenceLifetime	fluorescence lifetime	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/DetectorType#FTIR	ftir	https://w3id.org/reproduceme#FTIR	ftir	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#timeLapse	time lapse	https://w3id.org/reproduceme#TimeLapse	timelapse	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode#PALM	palm	https://w3id.org/reproduceme#PALM	palm	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ManufacturerSpec	manufacture spec	https://w3id.org/reproduceme#ManufactuerSpec	manufactuerspec	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ObjectiveSettings	objective settings	https://w3id.org/reproduceme#ObjectiveSettings	objective settings	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode#totalInternalReflection	total internal reflection	https://w3id.org/reproduceme#TotalInternalReflection	totalinternalreflection	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#immunofluorescence	immunofluorescence	https://w3id.org/reproduceme#Immunofluorescence	immunofluorescence	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode#spectralImaging	spectral imaging	https://w3id.org/reproduceme#SpectralImaging	spectralimaging	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Arc	arc	https://w3id.org/reproduceme#Arc	arc	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/MicrobeamManipuration#FRAP	frap	https://w3id.org/reproduceme#FRAP	frap	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/FilterType#multiPass	multi pass	https://w3id.org/reproduceme#MultiPass	multipass	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode#TIRF	tirf	https://w3id.org/reproduceme#TIRF	tirf	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/PixelType	pixel type	https://w3id.org/reproduceme#PixelsType	pixels type	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#photoactivation	photoactivation	https://w3id.org/reproduceme#Photoactivation	photoactivation	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode	acquisition mode	https://w3id.org/reproduceme#AcquisitionMode	acquistion mode	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Pixels	pixels	https://w3id.org/reproduceme#Pixels	pixels	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/FilterType	filter type	https://w3id.org/reproduceme#FilterType	filter type	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/DimensionOrder#xyctz	xyctz	https://w3id.org/reproduceme#XYCTZ	xyctz	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/IlluminationType	illumination type	https://w3id.org/reproduceme#Illumination	illumination	0.7	2	AML;OAPT	2	AML;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ArcType#HgXe	hgxe	https://w3id.org/reproduceme#HgXe	hgxe	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimenterGroup	experimenter group	https://w3id.org/reproduceme#ExperimenterGroupConfig	experimenter group config	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Laser/freeElectron	free electron	https://w3id.org/reproduceme#FreeElectron	freeelectron	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Medium	medium	https://w3id.org/reproduceme#Medium	medium	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#FISH	fish	https://w3id.org/reproduceme#FISH	fish	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/LightEmittingDiode	light emitting diode	https://w3id.org/reproduceme#LightEmittingDiode	light emitting diode	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/LightSourceSettings	light source settings	https://w3id.org/reproduceme#LightSettings	light settings	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/DetectorType#correlationSpectroscopy	correlation spectroscopy	https://w3id.org/reproduceme#CorrelationSpectroscopy	correlationspectroscopy	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#photobleaching	photobleaching	https://w3id.org/reproduceme#Photobleaching	photobleaching	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/Detector	detector	https://w3id.org/reproduceme#Detector	detector	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/2016-06/ome_core/MicrobeamManipuration#inverseFRAP	inverse frap	https://w3id.org/reproduceme#InverseFRAP	inversefrap	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#colocalization	colocalization	https://w3id.org/reproduceme#Colocalization	colocalization	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#FRET	fret	https://w3id.org/reproduceme#FRET	fret	0.7	2	AML;LogMap	3	AML;LogMap;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/AcquisitionMode#wideField	wide field	https://w3id.org/reproduceme#WideField	widefield	0.7	2	AML;LogMap	2	AML;LogMapLt
http://www.openmicroscopy.org/rdf/2016-06/ome_core/ExperimentType#spectralImaging	spectral imaging	https://w3id.org/reproduceme#SpectralImaging	spectralimaging	0.7	2	AML;LogMap	2	AML;LogMapLt
