#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://www.openmicroscopy.org/rdf/WellSample	http://www.openmicroscopy.org/rdf/WellSample	https://w3id.org/reproduceme#WellSample	well sample	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/Dichroic	http://www.openmicroscopy.org/rdf/Dichroic	https://w3id.org/reproduceme#Dichroic	dichroic	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://metadb.riken.jp/db/ome/Microscope	microscope	https://w3id.org/reproduceme#Microscope	microscope	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/Binning	http://www.openmicroscopy.org/rdf/Binning	https://w3id.org/reproduceme#Binning	binning	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/ExperimenterGroup	http://www.openmicroscopy.org/rdf/ExperimenterGroup	https://w3id.org/reproduceme#ExperimenterGroupConfig	experimenter group config	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/Plane	http://www.openmicroscopy.org/rdf/Plane	https://w3id.org/reproduceme#Plane	plane information	1.0	3	AML;LogMap;OAPT	3	AML;LogMap;OAPT
http://www.openmicroscopy.org/rdf/LightPath	http://www.openmicroscopy.org/rdf/LightPath	https://w3id.org/reproduceme#LightPath	light path	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/ExperimentType	http://www.openmicroscopy.org/rdf/ExperimentType	https://w3id.org/reproduceme#ExperimentType	experiment type	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/Setting	http://www.openmicroscopy.org/rdf/Setting	https://w3id.org/reproduceme#Setting	setting	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
http://www.openmicroscopy.org/rdf/Instrument	http://www.openmicroscopy.org/rdf/Instrument	https://w3id.org/reproduceme#Instrument	instrument	1.0	3	AML;LogMap;OAPT	4	AML;LogMap;LogMapLt;OAPT
